,index,thinker_1,thinker_2,link
11785,6866,William Shakespeare,Almeida Garrett,1
11786,17850,Lenny Bruce,Judy Gold,0
11787,3764,Joseph Southall,Maxwell Armfield,1
11788,6356,John Dos Passos,William Styron,1
11789,22229,William Godwin,Paul Strand,0
11790,21545,Louis-Ferdinand Céline,Irvine Welsh,1
11791,14772,Laozi,Zhuangzi,1
11792,11390,Parmenides,Baruch Spinoza,1
11793,12748,Rod Serling,Jules Feiffer,0
11794,13754,Muhammad,Averroes,1
11795,19508,Wassily Leontief,Wang L,0
11796,20504,Edgar Rice Burroughs,Ka'ab al-Ahbar,0
11797,3708,Pablo Picasso,Sarah Stein,1
11798,12321,Arthur Rimbaud,Erik Erikson,0
11799,5114,Ivan Pavlov,B. F. Skinner,1
11800,22245,Muhammad Usman Damani,Sayyad Laal Shah Hamdani,1
11801,13442,George Carlin,Greg Fitzsimmons,1
11802,153,Baruch Spinoza,Roger Brow,0
11803,5879,Paul Gauguin,Alexis Preller,1
11804,26514,Arnold Böcklin,Max Ernst,1
11805,26087,Edward Wrigh,Metius,1
11806,14068,Samuel Beckett,V. S. Naipaul,0
11807,9702,Thomas Aquinas,Peter Geach,1
11808,28105,Jean-Paul Sartre,Veno Taufer,1
11809,13380,Bertrand Russell,A. J. Ayer,1
11810,2449,Baltasar Gracián,Jalil Mammadguluzadeh,0
11811,26197,Thomas Hardy,Jean Piaget,0
11812,4945,Roger Zelazny,Avital Ronell,0
11813,20255,Jules Verne,Koshu Tani,1
11814,6663,Traian Demetrescu,George Bacovia,1
11815,5412,Niccolò Machiavelli,Herbert Marcuse,1
11816,957,R. D. Blackmore,Liesel Litzenburger,0
11817,20568,Mark Rothko,Robert Ryman,1
11818,21023,Jean Genet,William S. Burroughs,1
11819,26795,Johann Wolfgang von Goethe,Hovhannes Tumanyan,1
11820,578,Emil Lask,Giambattista Vico,0
11821,14598,Jacques Ellul,Ursula Franklin,1
11822,10655,Maya Angelou,William P. Young,1
11823,22162,Mikhail Lermontov,Ivan Turgenev,1
11824,5179,Allan Bloom,Lawson Tait,0
11825,20713,Friedrich Wilhelm Joseph Schelling,Siegfried Sassoon,0
11826,22034,Cormac McCarthy,David Anthony Durham,1
11827,28323,Lev Shestov,Lucien Lévy-Bruhl,1
11828,9926,William Blake,W. B. Yeats,1
11829,8091,Margaret Laurence,Leonard Jimmie Savage,0
11830,11354,Raymond Carver,Jon McGregor,1
11831,479,Henri Bergson,August Strindberg,0
11832,6210,George Eliot,Clinton Davisson,0
11833,19830,Gordon Lish,Mário de Sá-Carneiro,0
11834,8550,Michael Dummett,Crispin Wright,1
11835,27006,Virgil,I. Rice Pereira,0
11836,26472,Voltaire,Nick Land,0
11837,28607,Fredric Jameson,Gopal Balakrishnan,1
11838,13008,Vangjel Meksi,Koto Hoxhi,1
11839,16167,Thomas Hart Bento,Charles Henri Joseph Cordier,0
11840,24176,Thomas Mann,Joseph Campbell,1
11841,1504,Hermann Lotze,William James,1
11842,1522,Charlotte Brontë,Alice Munro,1
11843,4170,Franz Unger,Alex Garland,0
11844,20557,Karl Marx,Tom Hodgkinson,0
11845,27901,Rabindranath Tagore,Henry Miller,1
11846,21354,Lenny Bruce,Peter Cooper,0
11847,2949,Plato,Iris Murdoch,1
11848,4307,Laozi,Paco Ahlgren,1
11849,6242,Sam Kinison,Milton H. Erickson,0
11850,17212,John Colet,Aisling Judge,0
11851,28537,Allen Ginsberg,Rousas John Rushdoony,0
11852,26187,Charles Grafton Page,Goh Sin Tub,0
11853,12762,Zeno of Citium,John P. Yount,0
11854,20337,John Selden,Giambattista Vico,1
11855,5597,Empedocles,Tom Stoppard,0
11856,18248,William S. Burroughs,Alan Moore,1
11857,29107,Alfonso A. Ossorio,Louie Torrellas,0
11858,3925,Jonathan Winters,George Carlin,1
11859,26100,Camille Pissarro,Paul Cézanne,1
11860,17919,D. H. Lawrence,Jonas Mekas,0
11861,28953,Richard Pryor,Adam Asnyk,0
11862,2223,Edmund Spenser,Kitasato Shibasaburo,0
11863,1537,John Stuart Mill,Wilhelm Dilthey,1
11864,8522,Georg Wilhelm Friedrich Hegel,Albert Camus,1
11865,20953,Jens Peter Jacobsen,K. V. Subbanna,0
11866,28317,Harold Lloyd,Richard Hofstadter,0
11867,19237,Voltaire,Ambrose Bierce,1
11868,28359,William Blake,Maurice Sendak,1
11869,21010,Franz Brentano,Fred Astaire,0
11870,7669,Augusta Savage,Raphael Pumpelly,0
11871,28064,Giorgio de Chirico,Leona Wood,1
11872,22895,Franz Brentano,Auguste Corteau,0
11873,22651,Philip K. Dick,Ursula K. Le Guin,1
11874,11864,Robert Koch,André Chantemesse,1
11875,9461,Charles Darwin,Gary Chartier,0
11876,5139,Jens Arup Seip,Øystein Sørensen,1
11877,13718,Charles Grafton Page,Ivo Andric,0
11878,8121,Gustave Flaubert,Sergiu Dan,1
11879,23505,Franz Unger,Murray Bookchin,0
11880,4712,Montesquieu,Hans-Georg Gadamer,0
11881,25980,H. R. Giger,Lee Kohse,1
11882,15822,Augusta Savage,Russell Payn,0
11883,591,Roger Zelazny,Harlan Ellison,1
11884,20432,Bram Stoker,Miroslav ustek,1
11885,341,Chevy Chase,Will Ferrell,1
11886,27169,Anton Chekhov,Mikhail Artsybashev,1
11887,2836,Diane Arbus,Adam Elliot,1
11888,21098,Matthew Arnold,Robert Anton Wilson,0
11889,4210,Giovanni Gentile,Jackie Gleason,0
11890,5714,Plato,Anselm of Canterbury    1,1
11891,14763,Roger Zelazny,Linda Bouchard,0
11892,21090,Friedrich Engels,Mao Zedong,1
11893,13979,H. G. Wells,Philip K. Dick,1
11894,17232,Jovan Rajic,Dositej Obradovic,1
11895,14803,Jonathan Swift,Eve Bunting,0
11896,227,Doris Lessing,Alexandra Fuller,1
11897,3653,Terence McKenna,Don Binney,0
11898,10160,Sigmund Freud,Sarah Kofman,1
11899,2467,Knut Hamsun,Preihov Voranc,1
11900,12393,Stendhal,Doris Lessing,1
11901,10151,W. W. Jacobs,T. K. Seung,0
11902,19533,Averroes,Maimonides,1
11903,19578,Fritz Leiber,Steven Whyte,0
11904,9290,Emily Brontë,Paul Heyse,0
11905,26893,Harold Gray,Chester Brown,1
11906,4408,Sam Kinison,Ray Lankester,0
11907,20889,Mark Van Doren,Fernando Arrabal,0
11908,12523,Rabindranath Tagore,A. N. Krishna Rao,1
11909,9307,Stanley William Hayter,Giorgio Morandi,0
11910,1478,Jorge Luis Borges,Gertrude Stein,0
11911,16941,John Stuart Mill,Henry Sidgwick,1
11912,6885,Fernão Mendes Pinto,Camilo Castelo Branco,1
11913,16123,Thomas Aquinas,René Descartes,1
11914,779,Charles-François Daubigny,Albert Charpin,1
11915,26987,Evelyn Underhill,John Rainwater,0
11916,1452,Judith Merril,Karl Schroeder,1
11917,10363,Gottfried Leibniz,Christopher Moore,0
11918,18561,Simone de Beauvoir,Ross McElwee,0
11919,19078,Sigmund Freud,Brand Blanshard,0
11920,972,Albertus Magnus    1,Nicholas of Cusa,1
11921,23614,Georg Wilhelm Friedrich Hegel,Simon Critchley,1
11922,14159,Jules Verne,Janet Morris,0
11923,22511,John Dickson Carr,Surender Mohan Pathak,1
11924,11111,Guillaume-François Rouelle,Victor Serge,0
11925,11217,Francisco Suárez,Hugo Grotius,1
11926,2777,Stéphane Mallarmé,Tsutomu Adachi,0
11927,13208,Gustave Flaubert,Michael Chabon,1
11928,13661,Du Fu,Li Shangyin,1
11929,20816,Arthur Rimbaud,Richey Edwards,1
11930,23067,Roger Martin du Gard,Mira Mihelic,1
11931,8375,Anton Mauve,Richard McKeon,0
11932,5646,James Reaney,França Júnior,0
11933,23401,Hugo Grotius,Aka Morchiladze,0
11934,15455,Allen Ginsberg,Saul Williams,1
11935,11566,Robert B. Parker,Peter David,1
11936,27965,Emil Lask,Arthur Schnitzler,0
11937,15211,Jean-Paul Sartre,Morrissey,0
11938,25586,H. G. Wells,Stanley G. Weinbaum,1
11939,16160,Edward Plunkett 18th Baron of Dunsany,John Carpenter,0
11940,19333,Friedrich Albert Lange,Mirza Salaamat Ali Dabeer,0
11941,1131,Thomas Eakins,Alexander Milne Calder,1
11942,15183,Plato,Alex Battler,1
11943,12324,Heraclitus,Terence McKenna,1
11944,23875,Alexander Pushkin,Yevgeny Baratynsky,1
11945,12358,John L. Wasserman,Joel Selvin,1
11946,2838,Stephen King,Yitzhak Shamir,0
11947,10817,John Updike,Douglas Rushkoff,0
11948,19639,W. B. Yeats,Joyce Kilmer,1
11949,12531,Edward Plunkett 18th Baron of Dunsany,Adam Frans van der Meulen,0
11950,15570,Gabriela Mistral,Lucia M. Gonzalez,1
11951,17503,Ayn Rand,Neil Peart,1
11952,17433,Voltaire,Faye Wong,0
11953,11257,Hans-Georg Gadamer,Hans Köchler,1
11954,3382,Lenny Bruce,Alan Lee,0
11955,7438,Nicholas of Cusa,Mirza Mazhar Jan-e-Janaan,0
11956,21568,Rudyard Kipling,Jalaluddin Umri,0
11957,18357,Friedrich Nietzsche,Dane Zajc,0
11958,7152,Søren Kierkegaard,Cheech & Chong,0
11959,20052,Don DeLillo,Stendhal,0
11960,2082,Friedrich Nietzsche,Alojz Rebula,1
11961,28862,Max Stirner,Tintoretto,0
11962,9386,Béla Bollobás,Svante Janson,1
11963,21757,Charles Darwin,Liberty Hyde Bailey,1
11964,2200,Günter Grass,Barun Roy,1
11965,8082,Iain Banks,David Conyers,1
11966,21228,Vincent van Gogh,Chuck Connelly,1
11967,22821,William Faulkner,Larry Heinemann,1
11968,25864,Anton Chekhov,Charles Bukowski,1
11969,2228,Leo Strauss,Ted Dekker,0
11970,26455,Theodor W. Adorno,Diana Baumrind,1
11971,20426,Rainer Maria Rilke,N. D. Cocea,0
11972,802,Joseph Heller,Anders Johan Lexell,0
11973,2204,George Gurdjieff,Karel Kosík,0
11974,1402,Sigmund Freud,Roger Woolger,1
11975,22209,Søren Kierkegaard,David Lewis,0
11976,2431,Amir Khusrow,Ibn-e-Insha,1
11977,14414,Mao Zedong,Ramón Xirau,1
11978,15729,Stéphane Mallarmé,Kuvempu,0
11979,7557,Wassily Leontief,Jack Vance,0
11980,4222,Arnold Klebs,Harvey Williams Cushing,1
11981,554,David Hume,Mark William Shaw,0
11982,7804,Richard Yate,Stewart O'Nan,1
11983,14742,Thomas Jefferson,Michael Hardt,1
11984,15114,Eric Berne,J. J. Lankes,0
11985,20384,Pierre-Joseph Proudhon,Leo Tolstoy,1
11986,19554,Margaret Laurence,George Gamow,0
11987,13027,Desiderius Erasmus,Albert W. Tucker,0
11988,14041,Liviu Rebreanu,Emilio Salgari,1
11989,7312,Don DeLillo,Stuart Hall,0
11990,5625,Daniel Defoe,Jules Verne,1
11991,22637,David Markson,John Caparulo,0
11992,14993,George Berkeley,Larry the Cable Guy,0
11993,24667,Hugo Grotius,Aka Morchiladze,0
11994,7992,Franz Kafka,Villy Sørensen,1
11995,7619,Voltaire,Alessandro Manzoni,1
11996,15721,Miguel de Cervantes,Saul Bellow,1
11997,20058,Michael Landon,Christopher B. Landon,1
11998,831,José Cândido de Melo Carvalho,Fernando da Costa Novaes,1
11999,10012,Michael Davi,Marjorie Liu,0
12000,13629,Allen Ginsberg,Hafeez Hoorani,0
12001,7328,Christian Wolff,Immanuel Kant,1
12002,13872,Harold Lloyd,Juan B. Gutiérrez,0
12003,13579,John Updike,Kathleen E. Woodiwiss,0
12004,20461,Paul Ricur,Fredric Jameson,0
12005,20516,Evelyn Underhill,David C. Smit,0
12006,15144,Brian O'Nolan,William Wyler,0
12007,5142,Henri Rousseau,Padgett Powell,0
12008,2400,Laurence Sterne,Claude Joseph Vernet,0
12009,371,Bob Hope,Mel Brooks,1
12010,18063,Lenny Bruce,Leonard Colebrook,0
12011,4569,Philip K. Dick,Ian Rumfitt,0
12012,12795,Knut Hamsun,James Connolly,0
12013,16301,John Donne,Cas Wouters,0
12014,5954,Jorge Luis Borges,Richard Sternberg,0
12015,12711,Sherwood Anderson,Howard Arkley,0
12016,11745,Ayn Rand,Joan Kennedy Taylor,1
12017,10700,Walther Nernst,J. R. Partington,1
12018,10823,Federico García Lorca,Frank McGuinness,1
12019,22007,Rafael Barrett,Samuel P. Huntington,0
12020,27695,Charles Grafton Page,Ivo Andric,0
12021,5971,Bruce Lee,Joey Diaz,1
12022,25514,Gregor Strnia,Rudi eligo,1
12023,20311,Baltasar Gracián,Jim Bowen,0
12024,3762,Jean-Paul Sartre,Alladi Ramakrishnan,0
12025,13453,Anselm of Canterbury    1,Elaine May,0
12026,12630,Plato,Jorge Ángel Livraga Rizzi,1
12027,21748,Gordon Lish,Duiliu Zamfirescu,0
12028,8042,Nicolas Malebranche,Eugene V. Debs,0
12029,19687,Johann Gottfried Herder,Gamini Haththotuwegama,0
12030,1266,Muhammad ibn Abd al-Wahhab,Syed Ahmed Khan,1
12031,26711,Bruno Schulz,Peter Tennant,0
12032,24571,Fritz Leiber,Janet Frame,0
12033,5095,Zeno of Citium,Frank Fetter,0
12034,13413,Stanley G. Weinbaum,Richard Matheson,1
12035,11303,Richard Brautigan,Alexander Laurence,1
12036,627,Allan Bloom,Daagh,0
12037,16499,Ambrose Bierce,Ray Yoshida,0
12038,3082,Diego Velázquez,Leona Wood,1
12039,28714,Anton Mauve,Hermann Lotze,0
12040,4072,Joel Chandler Harris,Nikolay Dobrolyubov,0
12041,18863,Bruce Sterling,Ken MacLeod,1
12042,28952,Max Stirner,Sándor Ferenczi,0
12043,26992,Lewis Carroll,Daniil Kharms,1
12044,8300,Frantz Fanon,Bobby Seale,1
12045,10986,Thomas Mann,Mira Mihelic,1
12046,20954,Italo Calvino,Helgi Tómasso,0
12047,9458,African Spir,Donald Miller,0
12048,27977,Pío Baroja,John Dos Passos,1
12049,20101,Roger Zelazny,Russell Payn,1
12050,11827,Karel Appel,Jan-Hein Arens,1
12051,23148,T. K. Seung,Jack Balkin,1
12052,12426,Walt Whitman,Fernando Cabrer,1
12053,17993,Samuel Richardson,Kirk Douglas,0
12054,843,Charles O'Cono,John O'Donovan,1
12055,24252,Gerard Manley Hopkins,Ted Hughes,1
12056,10720,Richard Pryor,Aleksandër Stavre Drenova,0
12057,6270,David Hume,Karl Popper,1
12058,6124,Niccolò Machiavelli,Barton Rubenstein,0
12059,5666,Margaret Laurence,Will Forte,0
12060,10274,Richard Pryor,Eric Birley,0
12061,16753,Baltasar Gracián,Jim Bowen,0
12062,21288,Laurence Sterne,Tim Mars,0
12063,18949,Franz Kafka,Ignacio Padilla,0
12064,3968,Franz Kafka,Peter Voulkos,0
12065,13368,Liviu Rebreanu,Narcís Oller,1
12066,21700,Bill Cosby,Alex Agnew,1
12067,26714,Heraclitus,Orson Welles,0
12068,587,Richard Wright,Ernesto Quiñonez,1
12069,19055,Joseph Butler    1,Philippa Foot,0
12070,11662,Jack Vance,Álvares de Azevedo,0
12071,19059,Maya Deren,David Lynch,1
12072,2659,J. G. Ballard,Fidelio Ponce de León,0
12073,22138,Martin Gardner,Tristan Tzara,0
12074,21178,T. H. White,Ysabeau S. Wilce,1
12075,12125,Georg Wilhelm Friedrich Hegel,André Breton,1
12076,11587,William Golding,Suresh Guptara,1
12077,28930,Friedrich Nietzsche,Norbert Bolz,1
12078,19209,Friedrich Albert Lange,Stefan Molyneux,0
12079,12083,George Carlin,Russell Peters,1
12080,2372,Johann Gottfried Herder,Irène Némirovsky,0
12081,1910,Henri Rousseau,Jules Bastien-Lepage,0
12082,3789,Hart Crane,Derek Walcott,1
12083,3548,Thomas Browne,Robert Giroux,0
12084,15598,Baltasar Gracián,Petah Coyne,0
12085,599,Emil Lask,Giambattista Vico,0
12086,9020,Tekkan Yosano,Akiko Yosano,1
12087,25022,Ernest Hemingway,Kevin Canty,1
12088,23313,Honoré de Balzac,Michel Houellebecq,1
12089,1511,Ray Bradbury,James Clavell,0
12090,14505,Charles-Ferdinand Ramuz,Pierre Gamarra,1
12091,16387,René Guénon,Wolfgang Smith,1
12092,16227,Bob Dylan,Steve Erickson,1
12093,25363,Ambrose Bierce,France Bevk,0
12094,28127,Ambrose Bierce,Michael Bisho,0
12095,23870,John Colet,Wilhelm Reich,0
12096,17420,Jack Smit,John Fenn,0
12097,20515,William Gibson,Cory Doctorow,1
12098,22150,Arthur Rimbaud,Constant Tonegaru,1
12099,12718,Hilaire Belloc,G. K. Chesterton,1
12100,2007,Rousas John Rushdoony,Jacques Rancière,0
12101,27839,Lily Tomlin,Linda Montano,1
12102,4938,Johann Gottlieb Fichte,Stephen Fry,0
12103,22471,William James,Brian J. Mistler,1
12104,4141,Malcolm Hardee,John Bishop,1
12105,3337,Voltaire,Karl Marx,1
12106,1898,Hans Jonas,Hannah Arendt,1
12107,566,Stanley G. Weinbaum,Sandra Harding,0
12108,11073,Theognostus of Alexandria,Gregory of Nyssa,1
12109,19849,Peter Kropotkin,Errico Malatesta,1
12110,9258,Cesare Maccari,Arshak Fetvadjian,1
12111,23283,Arthur Schopenhauer,Jacob Burckhardt,1
12112,13483,Robert Bloch,John Davidso,0
12113,17796,Michael de Larrabeiti,China Miéville,1
12114,11092,Robert E. Howard,Elias James Corey,0
12115,8004,Joseph Ginat,Lotfi A. Zadeh,0
12116,24174,Ennio Flaiano,William Wyler,0
12117,18156,Jack Smit,Stephen Baxter,0
12118,25639,Baltasar Gracián,Jim Bowen,0
12119,27142,John William Polidori,Bram Stoker,1
12120,13043,Sigmund Freud,Jean-Paul Sartre,1
12121,4540,Antonio Labriola,Alexander the Great,0
12122,29060,Joaquim Maria Machado de Assis,Elmore Leonard,0
12123,21578,Eric Berne,Kunikida Doppo,0
12124,26957,Matthew Arnold,Malcolm Dole,0
12125,2997,Alexander Pushkin,Maksim Bahdanovic,1
12126,11637,Simone de Beauvoir,Zeno of Sidon,0
12127,26324,Wilhelm Dilthey,Takahiko Yamanouchi,0
12128,29085,Julian Coolidge,Michel Houellebecq,0
12129,24922,Allan Bloom,Ibn Khaldun,0
12130,4567,Diego Rivera,Philip Southern,1
12131,23197,T. H. White,Monique Mayère,0
12132,21720,Aldous Huxley,Terence McKenna,1
12133,23619,Louis-Ferdinand Céline,Earl Wilbur Sutherland Jr.,0
12134,15630,Ferdinand de Saussure,Wassily Kandinsky,0
12135,5508,Robert Browning,Pierre Duhem,0
12136,7983,George Catlin,Paul Kane,1
12137,24742,Roberta Gregory,Alison Bechdel,1
12138,16064,William Ross Ashby,Roy Ascott,1
12139,23932,Emily Brontë,Roberto Bolaño,0
12140,8391,Joseph Heller,William Edouard Scott,0
12141,11446,Ka'ab al-Ahbar,Muawiyah I,1
12142,5703,H. P. Lovecraft,Charles Stross,1
12143,1286,George Schaller,Dian Fossey,1
12144,3965,Johannes Scotus Eriugena,Peter Damian,1
12145,8880,Gustav Kirchhoff,Josiah Willard Gibbs,1
12146,6451,Joel Chandler Harris,Lope de Vega,0
12147,7868,Charles Scott Sherrington,Katrin Fridriks,0
12148,25334,Judith Butler,Michael Warner,1
12149,14215,Henry Hallett Dale,Charles Kellaway,1
12150,12492,André Gide,Daniil Kharms,0
12151,21941,Dean Koontz,Richard Dean Starr,1
12152,11902,Tristan Tzara,Alexander Ostrowski,0
12153,22905,Kyriakos Charalambides,Michael Bigg,0
12154,3638,Robert Crais,Pseudo-Dionysius the Areopagite,0
12155,19255,John Rubens Smith,Frank Norris,0
12156,11158,Antonio Labriola,Màrius Torres,0
12157,12153,Meister Eckhart,Zadie Smith,0
12158,17495,Alfred North Whitehead,Erin Mannin,1
12159,3163,Malcolm Hardee,John Bishop,1
12160,12659,Thomas Browne,John Ehle,0
12161,17175,Cicero,Sarah Silverman,0
12162,25727,Alexander Herzen,Matsuo Basho,0
12163,3192,Abul Ala Maududi,S Ameen ul Hasan,1
12164,8034,Immanuel Kant,Shelley Jackson,0
12165,2950,Wassily Leontief,Francis Levy,0
12166,23667,Sam Kinison,Ray Lankester,0
12167,10379,John D. MacDonald,Harold Lloyd,0
12168,11233,Alice Dayrell Caldeira Brant,Elizabeth Bishop,1
12169,18195,Peter Kropotkin,Takis Fotopoulos,1
12170,1626,Don Rickles,Robert Owen,0
12171,6994,Michael Davi,Mori Ogai,0
12172,21370,Max Stirner,Sándor Ferenczi,0
12173,16740,Giovanni Pico della Mirandola,Flip Wilson,0
12174,21084,Douglas Adams,Eoin Colfer,1
12175,18615,George Bernard Shaw,Erico Verissimo,1
12176,17311,Stanley Elkin,Tim O'Brien,1
12177,12884,Johannes Scotus Eriugena,Mori Ogai,0
12178,25828,Theodore Sturgeon,Christian K. Wedemeyer,0
12179,5058,G. K. Chesterton,Lawrence Weiner,0
12180,20918,Jane Goodall,Alexandra Morton,1
12181,11026,Marshall Sahlins,John Zerzan,1
12182,4520,Francis Bacon,Susan Haack,1
12183,22921,John Donne,Charles Sutherland Elton,0
12184,12874,Charles-François Daubigny,Paul Bernays,0
12185,27881,Mort Sahl,Glen Cook,0
12186,12554,Billy Wilder,Jason Smilovic,1
12187,22691,William F. Buckley Jr.,Muhammad Karam Shah al-Azhari,0
12188,9489,Paul Ricur,Luigi Malerba,0
12189,22255,Joaquim Maria Machado de Assis,Brian Freeman,0
12190,27173,Paul Cézanne,Molly Lamb Bobak,1
12191,16875,Mark Van Doren,Karel van Mander,0
12192,27450,Dean Koontz,Bentley Little,1
12193,10874,Jean-Jacques Rousseau,Luljeta Lleshanaku,0
12194,6927,D. H. Lawrence,Antonin Artaud,0
12195,24341,Cicero,Miller Williams,0
12196,14905,Andy Warhol,Eduardo Úrculo,1
12197,23853,August Strindberg,Béla Bollobás,0
12198,14885,David Lewis,Lorenzo Peña,1
12199,8800,Louis-Ferdinand Céline,Kurt Vonnegut,1
12200,4542,Jacques-Bénigne Bossuet,Joseph de Maistre,1
12201,22280,William March,Tom Robbins,0
12202,2668,T. S. Eliot,Donna Tartt,1
12203,5340,Charles-François Daubigny,Paul Bernays,0
12204,2995,Dante Alighieri,Alexandru Macedonski,1
12205,25354,Sigmund Freud,Norman O. Brown,1
12206,12427,Richard Pryor,Will Arnett,0
12207,23222,Neil Gaiman,Ekaterina Sedia,1
12208,3109,Chris Addison,Adam Hills,1
12209,9034,Christopher Marlowe,Susan Higginbotham,1
12210,3830,Edgar Allan Poe,Robert Louis Stevenson,1
12211,27485,Robert A. Heinlein,John Ringo,1
12212,23640,Henri Matisse,David Haye,1
12213,1804,William Bloye,Gordon Herickx,1
12214,3630,Harold Pinter,Akiko Hatsu,0
12215,1103,Gustave Flaubert,M. S. Bartlett,0
12216,19223,Robin Williams,Louie Torrellas,1
12217,15091,Thomas Browne,J. Gwyn Griffiths,0
12218,13095,John Belushi,Matt McCarth,1
12219,13580,Claude Bernard,Paul Bert,1
12220,16000,Richard Matheson,Philippe Pinel,0
12221,10141,Periyar E. V. Ramasamy,Inkulab,1
12222,16869,John Davidso,Broken Lizard,0
12223,10805,Charles Grafton Page,Ivo Andric,0
12224,16193,Robert Aickman,Alexander Gottlieb Baumgarten,0
12225,23457,Hafez,Freydoon Rassouli,1
12226,24152,William Shakespeare,Marcel Proust,1
12227,15538,Friedrich Albert Lange,Heraclitus,0
12228,8743,H. G. Wells,The Wachowskis,0
12229,3601,Albert Einstein,Christopher Hills,1
12230,28743,Antonio Labriola,Gregory Crewdson,0
12231,14691,Edmund Spenser,Alfred Lord Tennyson,1
12232,14782,Albert Camus,Billy Childish,0
12233,5763,Posidonius,Joan Glass,0
12234,25234,G. K. Chesterton,Porphyry,0
12235,8315,Alhazen,René Descartes,1
12236,21776,Leconte de Lisle,Justus von Liebig,0
12237,28209,Alfonso A. Ossorio,Borys Hrinchenko,0
12238,28549,Vladimir Lenin,Raya Dunayevskaya,1
12239,15296,William Shakespeare,Alojz Gradnik,1
